sleep	138	0.201
afraid	138	0.201
spirit	138	0.201
together	138	0.201
money	138	0.201
end	137	0.2
irish	137	0.2
true	137	0.2
baseball	137	0.2
lacrosse	136	0.198
57	136	0.198
though	136	0.198
london	136	0.198
aint	136	0.198
handle	136	0.198
ya	135	0.197
use	135	0.197
lady	135	0.197
comes	135	0.197
perfect	134	0.195
ice	134	0.195
model	133	0.194
names	133	0.194
weed	133	0.194
since	132	0.192
nurse	132	0.192
laid	132	0.192
justice	132	0.192
strong	131	0.191
after	131	0.191
joke	131	0.191
exploring	131	0.191
o	131	0.191
special	130	0.189
smart	130	0.189
designer	130	0.189
freshman	130	0.189
goes	130	0.189
punk	129	0.188
ones	129	0.188
drinking	129	0.188
places	129	0.188
buy	129	0.188
yorker	129	0.188
conversations	129	0.188
yeah	129	0.188
dc	129	0.188
especially	128	0.187
columbia	128	0.187
team	127	0.185
die	127	0.185
wrong	127	0.185
hell	127	0.185
head	127	0.185
oneonta	127	0.185
skiing	127	0.185
fullest	126	0.184
human	126	0.184
msu	126	0.184
field	126	0.184
summer	125	0.182
dominican	125	0.182
cuddling	125	0.182
spend	125	0.182
1	125	0.182
spontaneous	125	0.182
cuddle	124	0.181
others	124	0.181
date	124	0.181
town	124	0.181
peace	124	0.181
loud	124	0.181
german	123	0.179
makeup	123	0.179
jmu	122	0.178
figure	122	0.178
junkie	122	0.178
cheese	122	0.178
camping	122	0.178
premed	121	0.176
youve	121	0.176
graphic	121	0.176
brazilian	121	0.176
manhattan	120	0.175
personality	120	0.175
does	119	0.173
stand	119	0.173
51	119	0.173
lost	119	0.173
st	119	0.173
53	119	0.173
means	119	0.173
he	119	0.173
run	119	0.173
facebook	119	0.173
romantic	118	0.172
miss	118	0.172
positive	117	0.171
almost	117	0.171
moment	117	0.171
track	117	0.171
foodie	117	0.171
sushi	117	0.171
majoring	117	0.171
fit	117	0.171
swimming	116	0.169
psych	115	0.168
snap	115	0.168
double	115	0.168
whole	115	0.168
second	115	0.168
matter	115	0.168
didnt	114	0.166
ps	114	0.166
words	114	0.166
southern	114	0.166
worth	114	0.166
vegetarian	114	0.166
yet	113	0.165
happiness	113	0.165
silly	113	0.165
amazing	113	0.165
athlete	112	0.163
west	112	0.163
mostly	112	0.163
brown	112	0.163
:p	112	0.163
6	111	0.162
wild	111	0.162
feminist	111	0.162
anime	111	0.162
syracuse	111	0.162
lie	110	0.16
wants	110	0.16
beauty	110	0.16
canadian	110	0.16
idk	110	0.16
law	110	0.16
livin	110	0.16
ur	110	0.16
creative	109	0.159
me:	109	0.159
week	109	0.159
bored	109	0.159
again	109	0.159
:d	108	0.157
rip	108	0.157
tennis	108	0.157
pickup	108	0.157
management	108	0.157
travelling	108	0.157
dead	108	0.157
v	108	0.157
break	107	0.156
boring	106	0.154
recently	106	0.154
wear	106	0.154
56	106	0.154
tcnj	105	0.153
help	105	0.153
usually	105	0.153
lifes	105	0.153
water	104	0.152
actress	104	0.152
blonde	104	0.152
hold	104	0.152
etc	104	0.152
drive	104	0.152
roll	104	0.152
corny	104	0.152
everyday	103	0.15
international	103	0.15
boy	103	0.15
criminal	103	0.15
fine	103	0.15
ready	102	0.149
each	102	0.149
ride	102	0.149
mother	102	0.149
passionate	102	0.149
told	101	0.147
explore	101	0.147
green	101	0.147
horses	101	0.147
color	101	0.147
poetry	101	0.147
511	101	0.147
said	101	0.147
bite	101	0.147
average	101	0.147
did	101	0.147
laughter	100	0.146
absolutely	100	0.146
knows	100	0.146
basically	100	0.146
nerdy	100	0.146
between	99	0.144
pop	99	0.144
idea	99	0.144
story	99	0.144
listening	99	0.144
kik	99	0.144
arent	99	0.144
theater	99	0.144
rangers	99	0.144
america	98	0.143
move	98	0.143
niagara	98	0.143
judge	98	0.143
fucking	98	0.143
uwo	98	0.143
kik:	98	0.143
either	98	0.143
wait	97	0.141
waste	97	0.141
rain	97	0.141
shopping	97	0.141
both	97	0.141
car	97	0.141
li	96	0.14
carolina	96	0.14
job	96	0.14
enjoying	96	0.14
bring	96	0.14
degree	95	0.138
ualbany	95	0.138
haha	95	0.138
54	95	0.138
cheesy	94	0.137
classy	94	0.137
drunk	94	0.137
sassy	94	0.137
body	94	0.137
2014	94	0.137
cornell	94	0.137
sexy	93	0.136
walking	93	0.136
witty	93	0.136
pics	93	0.136
kid	93	0.136
tech	92	0.134
fish	92	0.134
umass	91	0.133
athletic	91	0.133
drinks	91	0.133
tattoo	91	0.133
child	91	0.133
months	91	0.133
philly	91	0.133
appreciate	91	0.133
soon	91	0.133
chicago	91	0.133
promise	90	0.131
definitely	90	0.131
pa	90	0.131
house	90	0.131
study	90	0.131
north	90	0.131
self	90	0.131
marketing	90	0.131
harry	90	0.131
princess	90	0.131
cheerleader	89	0.13
colombian	89	0.13
au	89	0.13
vegan	89	0.13
musical	89	0.13
respect	89	0.13
willing	89	0.13
john	89	0.13
far	88	0.128
shes	88	0.128
understand	88	0.128
independent	88	0.128
visiting	88	0.128
queen	88	0.128
active	87	0.127
womens	87	0.127
trust	87	0.127
uri	87	0.127
yo	86	0.125
baking	86	0.125
chick	86	0.125
potter	86	0.125
often	86	0.125
drinker	86	0.125
lives	86	0.125
y	86	0.125
chance	86	0.125
rest	85	0.124
interests	85	0.124
least	85	0.124
unless	85	0.124
graduated	85	0.124
miami	85	0.124
point	85	0.124
wish	85	0.124
stupid	85	0.124
today	85	0.124
alpha	85	0.124
area	84	0.122
lots	84	0.122
dirty	84	0.122
puns	84	0.122
gotta	84	0.122
minded	84	0.122
youd	83	0.121
ups	83	0.121
smiling	83	0.121
films	83	0.121
addicted	82	0.12
band	82	0.12
w	82	0.12
deep	82	0.12
star	82	0.12
fanatic	82	0.12
sucker	82	0.12
winter	82	0.12
texas	82	0.12
dark	82	0.12
light	81	0.118
l	81	0.118
lookin	81	0.118
riding	81	0.118
fast	81	0.118
cream	80	0.117
his	80	0.117
remember	80	0.117
plus	80	0.117
piano	80	0.117
honestly	79	0.115
cold	79	0.115
east	79	0.115
possible	79	0.115
sleeping	79	0.115
under	79	0.115
staying	79	0.115
umd	79	0.115
leave	79	0.115
deal	79	0.115
cortland	79	0.115
dreamer	79	0.115
sun	78	0.114
tomorrow	78	0.114
pitt	78	0.114
gal	78	0.114
include	78	0.114
worst	78	0.114
fsu	78	0.114
math	77	0.112
usc	77	0.112
sigma	77	0.112
enjoys	77	0.112
quite	77	0.112
ma	77	0.112
naps	77	0.112
turn	77	0.112
key	77	0.112
med	77	0.112
literature	77	0.112
order	76	0.111
comedy	76	0.111
acting	76	0.111
points	76	0.111
yours	76	0.111
typical	76	0.111
delaware	76	0.111
photos	76	0.111
wvu	76	0.111
metal	76	0.111
song	75	0.109
nights	75	0.109
assistant	75	0.109
bitches	75	0.109
50	75	0.109
happen	75	0.109
sister	75	0.109
fluent	75	0.109
thought	75	0.109
r	75	0.109
puppy	75	0.109
::	75	0.109
sorority	75	0.109
greek	75	0.109
doctor	75	0.109
montclair	75	0.109
fear	74	0.108
architecture	74	0.108
political	74	0.108
runner	74	0.108
less	74	0.108
drawing	74	0.108
swiping	74	0.108
dick	74	0.108
prefer	74	0.108
past	74	0.108
bisexual	74	0.108
geek	73	0.106
trucks	73	0.106
uvm	73	0.106
expect	73	0.106
forget	73	0.106
straight	73	0.106
chances	73	0.106
wouldnt	73	0.106
theyre	73	0.106
caring	72	0.105
questions	72	0.105
asian	72	0.105
whos	72	0.105
starbucks	72	0.105
swear	72	0.105
okay	72	0.105
chicken	72	0.105
hobbies	71	0.103
another	71	0.103
lax	71	0.103
till	71	0.103
hear	71	0.103
sport	70	0.102
taller	70	0.102
partying	70	0.102
hurt	70	0.102
12	70	0.102
act	70	0.102
likely	70	0.102
christian	70	0.102
power	69	0.101
buddy	69	0.101
princeton	69	0.101
rider	69	0.101
word	69	0.101
training	69	0.101
win	69	0.101
10	69	0.101
ocean	69	0.101
middle	69	0.101
holidays	69	0.101
early	68	0.099
plan	68	0.099
nudes	68	0.099
russian	68	0.099
fordham	68	0.099
yankees	68	0.099
rap	68	0.099
ohio	68	0.099
greatest	68	0.099
club	68	0.099
spending	68	0.099
thinking	68	0.099
used	67	0.098
regret	67	0.098
journalism	67	0.098
bc	67	0.098
lived	67	0.098
draw	67	0.098
son	67	0.098
ok	67	0.098
media	67	0.098
three	67	0.098
treat	67	0.098
forward	67	0.098
walk	67	0.098
oswego	67	0.098
weakness	67	0.098
wlu	66	0.096
en	66	0.096
bu	66	0.096
post	66	0.096
concert	66	0.096
drama	66	0.096
teach	66	0.096
bar	66	0.096
pace	66	0.096
hunting	66	0.096
park	66	0.096
truth	66	0.096
company	65	0.095
55	65	0.095
thanks	65	0.095
adventurer	65	0.095
ppl	65	0.095
named	65	0.095
therapy	65	0.095
called	65	0.095
philosophy	65	0.095
seeing	64	0.093
shu	64	0.093
giants	64	0.093
brockport	64	0.093
attending	64	0.093
gamer	64	0.093
snap:	64	0.093
alone	64	0.093
classic	64	0.093
done	64	0.093
waiting	64	0.093
25	63	0.092
mess	63	0.092
t	63	0.092
maryland	63	0.092
saying	63	0.092
sbu	62	0.09
jesus	62	0.09
usa	62	0.09
environmental	62	0.09
actor	62	0.09
towson	62	0.09
lose	62	0.09
number	61	0.089
sit	61	0.089
michigan	61	0.089
mine	61	0.089
amherst	61	0.089
medical	61	0.089
btw	61	0.089
feet	61	0.089
worker	61	0.089
pet	61	0.089
thank	61	0.089
busy	61	0.089
works	61	0.089
politics	60	0.087
staten	60	0.087
suck	60	0.087
total	60	0.087
pre	60	0.087
mad	60	0.087
beard	60	0.087
bands	60	0.087
christmas	60	0.087
bacon	60	0.087
road	60	0.087
county	60	0.087
engineer	60	0.087
taken	59	0.086
s	59	0.086
blah	59	0.086
childhood	59	0.086
goal	59	0.086
bullshit	59	0.086
breakfast	59	0.086
bronx	59	0.086
exercise	59	0.086
san	59	0.086
extremely	59	0.086
equestrian	59	0.086
communications	59	0.086
b	59	0.086
fat	59	0.086
coast	59	0.086
normal	59	0.086
geneseo	59	0.086
profile	59	0.086
drugs	59	0.086
bed	59	0.086
kick	59	0.086
hearts	59	0.086
painting	59	0.086
based	58	0.085
couple	58	0.085
climbing	58	0.085
parents	58	0.085
reader	58	0.085
regrets	58	0.085
ithaca	58	0.085
catch	58	0.085
boyfriend	58	0.085
answer	58	0.085
australian	58	0.085
experience	58	0.085
such	58	0.085
ub	58	0.085
above	58	0.085
curious	58	0.085
children	58	0.085
pair	58	0.085
quote	58	0.085
check	57	0.083
bills	57	0.083
public	57	0.083
loved	57	0.083
se	57	0.083
pittsburgh	57	0.083
phi	57	0.083
recent	57	0.083
hopeless	57	0.083
personal	57	0.083
chinese	57	0.083
canada	57	0.083
taste	57	0.083
creepy	57	0.083
damn	56	0.082
him	56	0.082
dating	56	0.082
close	56	0.082
wit	56	0.082
deserve	56	0.082
culinary	56	0.082
somewhere	56	0.082
wanted	56	0.082
411	56	0.082
m	56	0.082
ball	56	0.082
technology	56	0.082
cut	56	0.082
inside	56	0.082
booty	56	0.082
bred	56	0.082
rochester	56	0.082
pink	56	0.082
germany	56	0.082
swimmer	56	0.082
tu	56	0.082
bound	56	0.082
tequila	56	0.082
masters	55	0.08
daddy	55	0.08
cup	55	0.08
gemini	55	0.08
fb	55	0.08
pic	55	0.08
lift	55	0.08
emt	55	0.08
thrones	55	0.08
alum	55	0.08
da	55	0.08
sunshine	55	0.08
hand	55	0.08
delta	55	0.08
tinderella	55	0.08
tattooed	55	0.08
bae	55	0.08
tryna	55	0.08
parties	54	0.079
laughs	54	0.079
faith	54	0.079
space	54	0.079
nc	54	0.079
hilarious	54	0.079
culture	54	0.079
looks	54	0.079
polish	54	0.079
brock	54	0.079
female	54	0.079
fl	54	0.079
bartender	54	0.079
wanderlust	53	0.077
seen	53	0.077
drexel	53	0.077
women	53	0.077
anyway	53	0.077
ed	53	0.077
cannot	53	0.077
mary	53	0.077
fire	53	0.077
institute	53	0.077
stars	53	0.077
mistakes	53	0.077
able	53	0.077
kill	53	0.077
scary	53	0.077
intelligent	53	0.077
share	53	0.077
dare	53	0.077
general	53	0.077
terrible	53	0.077
pants	53	0.077
caught	53	0.077
matters	53	0.077
havent	53	0.077
hip	53	0.077
temple	52	0.076
goofy	52	0.076
language	52	0.076
paint	52	0.076
7	52	0.076
bonus	52	0.076
horse	52	0.076
intellectual	52	0.076
hands	52	0.076
indie	52	0.076
shore	52	0.076
georgia	52	0.076
problem	52	0.076
leo	52	0.076
top	51	0.074
libra	51	0.074
death	51	0.074
butt	51	0.074
festivals	51	0.074
blunt	51	0.074
seems	51	0.074
mixed	51	0.074
hofstra	51	0.074
abroad	51	0.074
healthy	51	0.074
swim	51	0.074
went	51	0.074
biggest	51	0.074
morning	51	0.074
found	51	0.074
fight	51	0.074
neuroscience	51	0.074
moving	50	0.073
ambitious	50	0.073
save	50	0.073
philadelphia	50	0.073
comics	50	0.073
moments	50	0.073
late	50	0.073
shot	50	0.073
hop	50	0.073
johns	50	0.073
mac	50	0.073
tend	50	0.073
bloomsburg	50	0.073
co	50	0.073
cuz	50	0.073
favourite	50	0.073
owner	50	0.073
sugar	50	0.073
saint	50	0.073
moon	50	0.073
weekend	50	0.073
ca	50	0.073
nobody	49	0.071
computer	49	0.071
partner	49	0.071
flow	49	0.071
jazz	49	0.071
taco	49	0.071
takes	49	0.071
four	49	0.071
d	49	0.071
basic	49	0.071
museums	48	0.07
milk	48	0.07
weeks	48	0.07
languages	48	0.07
monroe	48	0.07
daughter	48	0.07
stick	48	0.07
touch	48	0.07
difference	48	0.07
trees	48	0.07
taylor	48	0.07
vodka	48	0.07
grew	48	0.07
swiped	48	0.07
wonderful	48	0.07
casual	48	0.07
warm	48	0.07
unc	47	0.069
wearing	47	0.069
finding	47	0.069
elementary	47	0.069
p	47	0.069
hopefully	47	0.069
control	47	0.069
course	47	0.069
stockton	47	0.069
rit	47	0.069
hippie	47	0.069
ago	47	0.069
un	47	0.069
choice	47	0.069
stories	47	0.069
medicine	47	0.069
comic	47	0.069
k	47	0.069
kinds	47	0.069
30	46	0.067
alabama	46	0.067
size	46	0.067
totally	46	0.067
dates	46	0.067
loyal	46	0.067
alternative	46	0.067
simply	46	0.067
latina	46	0.067
grow	46	0.067
british	46	0.067
former	46	0.067
forensic	46	0.067
mommy	46	0.067
hours	46	0.067
cheerleading	46	0.067
bike	46	0.067
jamaican	46	0.067
insert	46	0.067
hall	46	0.067
community	46	0.067
teaching	46	0.067
andor	46	0.067
lifeguard	46	0.067
scorpio	46	0.067
biking	46	0.067
physical	46	0.067
selfies	46	0.067
worry	46	0.067
gets	46	0.067
exchange	45	0.066
dress	45	0.066
learned	45	0.066
outdoor	45	0.066
reality	45	0.066
harder	45	0.066
quirky	45	0.066
flowers	45	0.066
aries	45	0.066
marilyn	45	0.066
shoot	45	0.066
lord	45	0.066
gold	45	0.066
types	45	0.066
bigger	45	0.066
semester	45	0.066
japanese	45	0.066
traveller	45	0.066
knowledge	45	0.066
cali	45	0.066
uni	45	0.066
tampa	45	0.066
common	45	0.066
brocku	45	0.066
eventually	45	0.066
welcome	45	0.066
known	45	0.066
marist	45	0.066
therapist	45	0.066
step	45	0.066
journey	45	0.066
arizona	45	0.066
jeep	44	0.064
genuine	44	0.064
virginia	44	0.064
attractive	44	0.064
nicole	44	0.064
3rd	44	0.064
gives	44	0.064
height	44	0.064
va	44	0.064
dinner	44	0.064
kanye	44	0.064
account	44	0.064
leafs	44	0.064
durham	44	0.064
rowan	44	0.064
quiet	44	0.064
air	44	0.064
um	44	0.064
dtf	44	0.064
carleton	43	0.063
nyr	43	0.063
paris	43	0.063
england	43	0.063
chemistry	43	0.063
tiny	43	0.063
fav	43	0.063
bake	43	0.063
group	43	0.063
create	43	0.063
natural	43	0.063
washington	43	0.063
possibly	43	0.063
je	43	0.063
workout	43	0.063
cross	43	0.063
glass	43	0.063
dressed	43	0.063
non	43	0.063
60	43	0.063
friendship	43	0.063
di	43	0.063
pierced	43	0.063
coming	43	0.063
connecticut	42	0.061
office	42	0.061
los	42	0.061
accent	42	0.061
cuse	42	0.061
horseback	42	0.061
fairfield	42	0.061
wake	42	0.061
tbh	42	0.061
sociology	42	0.061
skinny	42	0.061
obviously	42	0.061
vt	42	0.061
bye	42	0.061
pretend	42	0.061
fact	42	0.061
outdoorsy	42	0.061
cu	42	0.061
portuguese	42	0.061
clean	42	0.061
loyola	42	0.061
mu	42	0.061
success	42	0.061
someday	42	0.061
artsy	42	0.061
truly	42	0.061
monmouth	42	0.061
pharmacy	42	0.061
varsity	42	0.061
five	42	0.061
cry	41	0.06
bet	41	0.06
plattsburgh	41	0.06
smoking	41	0.06
stony	41	0.06
hoping	41	0.06
australia	41	0.06
sagittarius	41	0.06
batman	41	0.06
month	41	0.06
alcohol	41	0.06
sci	41	0.06
brook	41	0.06
bell	41	0.06
educated	41	0.06
seeking	41	0.06
goals	41	0.06
behind	41	0.06
cookies	41	0.06
queer	41	0.06
blessed	41	0.06
coach	41	0.06
taurus	41	0.06
8	41	0.06
weather	41	0.06
bi	41	0.06
set	41	0.06
em	41	0.06
married	41	0.06
pass	41	0.06
vet	41	0.06
photo	41	0.06
nd	41	0.06
instructor	41	0.06
experiences	41	0.06
sup	41	0.06
seton	40	0.058
